Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-16,County,GA Georgia,GA Worth County 13321,9,Housing Choice Vouchers,3,NA,321 Worth County,13321,62,83,57,100,6,-1,3.0,171,285,779,11486,3829,22,31,22,9,16,30,2,65,28,86,63,5,63,95,65,13,91,13,-1,68,12,19,2,89,89,-1,-1,11,-1,-1,-1,0,0,-1,124,100,270,7,18,75,26,22,42,52,NA,NA,NA,NA,NA,GA,NA,NA
31-Dec-16,County,GA Georgia,GA Worth County 13321,9,Project Based Section 8,5,NA,321 Worth County,13321,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,GA,NA,NA
31-Dec-16,County,GA Georgia,GA MISSING 13XXX,9,Summary of All HUD Programs,1,NA,XXX MISSING,13XXX,633,85,599,100,4,6,3.1,1833,38,755,12861,4203,16,27,18,16,23,39,1,49,1,2,2,2,67,92,67,18,76,13,4,72,12,11,1,96,94,0,0,4,1,1,-1,2,1,9,79,16,134,85,9,7,2,-1,-1,-1,NA,NA,NA,NA,NA,GA,NA,NA
31-Dec-16,County,GA Georgia,GA MISSING 13XXX,9,Public Housing,2,NA,XXX MISSING,13XXX,23,96,22,100,3,73,3.5,77,259,617,13490,3854,9,32,27,18,14,55,-1,45,19,64,41,-1,82,86,82,33,100,19,14,73,9,5,-1,95,95,-1,-1,5,-1,-1,-1,0,0,9,20,100,126,14,9,77,-1,-1,-1,-1,NA,NA,NA,NA,NA,GA,NA,NA
31-Dec-16,County,GA Georgia,GA MISSING 13XXX,9,Housing Choice Vouchers,3,NA,XXX MISSING,13XXX,537,84,508,100,4,1,3.1,1591,11,786,13567,4332,12,26,18,18,26,40,1,46,-1,-1,-1,2,68,92,68,18,85,13,3,73,14,11,0,97,94,-1,0,3,1,1,-1,2,0,-1,82,2,179,97,2,1,0,-1,-1,-1,NA,NA,NA,NA,NA,GA,NA,NA
31-Dec-16,County,GA Georgia,GA MISSING 13XXX,9,Project Based Section 8,5,NA,XXX MISSING,13XXX,72,92,68,100,5,16,2.4,164,161,598,7363,3053,42,28,16,7,6,28,-1,71,-1,-1,-1,3,60,93,62,9,27,5,10,69,4,16,3,96,90,1,1,4,1,1,-1,3,1,-1,72,91,129,16,62,22,13,-1,-1,-1,NA,NA,NA,NA,NA,GA,NA,NA
31-Dec-16,County,GA Georgia,GA MISSING 13XXX,9,811/PRAC,9,NA,XXX MISSING,13XXX,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,GA,NA,NA
31-Dec-16,County,HI Hawaii,HI Hawaii County 15001,9,Summary of All HUD Programs,1,NA,001 Hawaii County,15001,3249,93,3294,100,5,17,2.6,8715,379,854,15530,5870,6,31,22,16,25,33,8,58,26,94,69,20,27,68,37,38,50,19,3,49,20,29,2,71,2,2,49,27,1,5,11,17,15,56,89,72,197,38,29,33,13,25,76,73,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Hawaii County 15001,9,Public Housing,2,NA,001 Hawaii County,15001,685,87,593,100,5,13,2.8,1684,376,621,16133,5681,5,33,22,13,28,35,7,57,26,93,70,24,20,60,29,35,61,19,3,45,19,33,2,73,1,0,59,27,-1,5,7,12,1,33,94,76,132,43,23,34,6,26,76,62,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Hawaii County 15001,9,Housing Choice Vouchers,3,NA,001 Hawaii County,15001,1998,95,2164,100,5,19,2.8,6087,394,995,15781,5610,6,30,21,16,27,35,8,54,26,94,69,21,31,72,44,38,66,19,2,55,21,22,1,74,3,3,48,26,1,6,13,20,20,60,91,75,234,28,33,39,18,24,75,79,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Hawaii County 15001,9,Project Based Section 8,5,NA,001 Hawaii County,15001,426,92,399,100,7,12,2.0,796,330,678,14080,7058,8,32,25,19,17,28,6,66,25,94,69,13,20,64,23,35,24,15,6,33,14,48,7,58,3,1,45,27,1,2,7,9,15,-1,84,47,99,61,26,13,2,27,78,58,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Hawaii County 15001,9,202/PRAC,8,NA,001 Hawaii County,15001,97,99,96,100,9,8,1.1,106,326,373,14775,13381,1,25,28,30,16,2,2,96,30,97,53,-1,-1,71,-1,-1,1,1,-1,-1,-1,100,14,47,1,1,34,30,-1,6,4,10,8,-1,67,100,69,100,-1,-1,-1,16,77,93,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Hawaii County 15001,9,811/PRAC,9,NA,001 Hawaii County,15001,43,90,42,100,6,43,1.0,42,230,511,9622,9622,17,54,27,-1,2,7,17,74,20,98,95,-1,-1,26,-1,100,100,100,2,48,36,14,-1,55,2,2,38,45,-1,5,7,12,10,-1,28,-1,-1,100,-1,-1,-1,20,70,66,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Honolulu County 15003,9,Summary of All HUD Programs,1,NA,003 Honolulu County,15003,15438,79,12174,100,5,6,2.6,32088,435,1000,18034,6842,6,31,19,12,32,38,5,57,20,96,81,15,24,66,30,32,47,17,1,37,23,39,5,87,3,1,72,12,0,4,6,10,10,38,136,68,133,42,31,27,9,19,89,33,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Honolulu County 15003,9,Public Housing,2,NA,003 Honolulu County,15003,3912,94,3683,100,5,6,2.9,10578,425,621,17918,6239,7,33,17,12,31,39,6,54,20,96,82,19,24,64,30,31,65,19,0,37,24,39,5,90,1,1,82,10,0,3,3,6,3,67,145,63,118,36,31,33,10,28,93,21,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Honolulu County 15003,9,Housing Choice Vouchers,3,NA,003 Honolulu County,15003,8678,67,5929,100,5,6,2.9,17263,483,1258,19722,6773,6,25,18,12,39,44,5,50,22,96,77,17,31,69,38,31,64,17,2,46,25,27,2,85,4,1,65,15,1,5,9,14,16,27,132,74,160,31,34,34,10,15,87,41,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Honolulu County 15003,9,Mod Rehab,4,NA,003 Honolulu County,15003,40,95,36,95,7,-1,1.1,38,224,301,9551,9048,8,69,17,-1,6,11,-1,89,14,100,97,-1,-1,47,-1,86,87,84,-1,14,44,42,3,69,8,6,42,31,-1,3,11,14,11,-1,117,-1,-1,100,-1,-1,-1,11,82,6,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Honolulu County 15003,9,Project Based Section 8,5,NA,003 Honolulu County,15003,2162,95,2072,100,6,5,1.8,3639,343,1085,14506,8259,3,40,24,14,20,25,2,72,19,98,87,8,8,65,10,34,16,13,1,17,18,64,11,88,1,1,79,8,1,1,4,6,7,-1,146,59,77,72,26,2,3,18,89,24,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Honolulu County 15003,9,S236/BMIR,7,NA,003 Honolulu County,15003,221,-5,31,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Honolulu County 15003,9,202/PRAC,8,NA,003 Honolulu County,15003,313,98,310,100,6,7,1.2,366,325,396,14050,11900,2,35,30,15,17,2,1,97,20,99,86,0,-1,60,-1,-1,6,5,-1,-1,-1,100,15,74,3,1,64,18,-1,1,6,6,8,-1,79,88,68,100,-1,-1,-1,12,90,59,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Honolulu County 15003,9,811/PRAC,9,NA,003 Honolulu County,15003,112,97,113,100,7,24,1.0,116,235,449,10005,9746,10,59,24,3,4,5,8,87,14,99,96,-1,-1,34,-1,100,100,97,3,56,32,10,-1,67,4,1,55,19,-1,2,5,7,13,-1,67,20,134,96,4,-1,4,10,87,55,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Kauai County 15007,9,Summary of All HUD Programs,1,NA,007 Kauai County,15007,1569,64,1059,100,5,10,2.1,2242,421,858,17232,8139,5,28,23,14,30,32,3,64,25,94,71,11,20,62,23,42,54,24,1,37,20,41,3,60,2,1,47,39,0,5,5,10,3,28,109,61,159,50,22,28,16,12,74,71,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Kauai County 15007,9,Public Housing,2,NA,007 Kauai County,15007,320,96,308,100,5,9,2.4,742,386,621,16336,6781,5,28,25,13,30,34,5,59,23,97,77,14,23,54,24,40,68,23,3,41,24,33,1,66,2,1,54,34,0,5,5,10,1,28,115,65,101,51,12,38,10,12,74,72,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Kauai County 15007,9,Housing Choice Vouchers,3,NA,007 Kauai County,15007,1132,51,632,100,5,9,2.2,1371,458,957,18395,8480,6,26,22,14,32,36,2,61,26,92,67,12,22,66,27,38,61,24,1,40,20,39,3,56,1,2,42,44,0,5,6,11,3,29,112,71,185,40,32,28,22,12,73,69,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Kauai County 15007,9,Project Based Section 8,5,NA,007 Kauai County,15007,97,97,98,100,6,12,1.1,108,331,1123,14192,12878,1,31,29,22,17,2,1,97,24,98,78,-1,-1,69,-1,100,17,24,-1,3,7,90,15,62,1,2,54,32,-1,2,3,5,5,-1,88,-1,-1,100,-1,-1,-1,14,80,73,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Kauai County 15007,9,811/PRAC,9,NA,007 Kauai County,15007,19,96,21,100,5,43,1.0,21,227,347,9538,9538,15,55,20,-1,10,-1,14,81,17,100,90,-1,-1,29,-1,100,100,100,-1,57,29,14,-1,67,5,-1,62,33,-1,-1,-1,0,10,-1,37,-1,-1,100,-1,-1,-1,10,62,86,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Maui County 15009,9,Summary of All HUD Programs,1,NA,009 Maui County,15009,2345,98,2332,100,5,14,2.3,5306,425,1029,17065,7500,6,26,22,15,31,33,3,61,26,93,68,9,31,72,33,33,35,17,3,41,18,38,3,62,2,2,44,35,0,5,9,14,13,31,90,71,137,45,28,27,12,13,77,64,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Maui County 15009,9,Public Housing,2,NA,009 Maui County,15009,196,90,176,100,4,17,3.4,596,445,621,18986,5607,6,26,20,10,38,53,6,41,25,91,69,31,32,62,44,23,60,12,2,59,16,23,1,72,1,2,59,28,-1,5,6,10,1,33,64,68,82,31,15,55,3,16,81,54,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Maui County 15009,9,Housing Choice Vouchers,3,NA,009 Maui County,15009,1455,100,1477,100,5,15,2.6,3771,457,1190,17652,6914,7,26,20,13,34,41,4,51,25,93,68,9,41,76,43,32,71,19,3,51,23,23,0,65,3,3,42,35,0,6,11,17,15,31,95,62,179,27,38,35,18,14,73,65,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Maui County 15009,9,Project Based Section 8,5,NA,009 Maui County,15009,487,97,474,100,6,11,1.5,722,359,915,15439,10136,4,25,28,21,22,16,1,81,26,94,70,5,10,66,13,42,11,14,1,21,10,67,9,61,1,2,50,31,0,1,7,8,14,-1,88,88,90,80,16,4,2,11,88,64,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Maui County 15009,9,202/PRAC,8,NA,009 Maui County,15009,171,99,170,100,7,6,1.1,182,347,508,15445,14427,-1,28,26,24,23,1,-1,99,28,95,63,-1,-1,72,-1,-1,2,2,-1,1,-1,99,16,34,1,-1,24,58,-1,2,6,8,1,-1,79,100,75,100,-1,-1,-1,11,73,67,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI Maui County 15009,9,811/PRAC,9,NA,009 Maui County,15009,36,90,35,100,6,14,1.0,35,297,468,12537,12537,-1,46,26,20,9,3,-1,97,22,100,89,-1,-1,51,-1,100,73,91,9,26,34,31,-1,49,3,3,37,49,-1,6,-1,6,31,-1,66,71,69,97,3,-1,3,12,81,71,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI MISSING 15XXX,9,Summary of All HUD Programs,1,NA,XXX MISSING,15XXX,43,73,33,100,8,-1,2.2,72,-1,1117,14924,6840,12,36,18,6,27,21,6,73,-1,-1,-1,3,27,67,27,64,80,33,3,45,36,15,-1,58,3,6,42,42,-1,-1,6,6,21,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,HI Hawaii,HI MISSING 15XXX,9,Housing Choice Vouchers,3,NA,XXX MISSING,15XXX,43,73,33,100,8,-1,2.2,72,-1,1117,14924,6840,12,36,18,6,27,21,6,73,-1,-1,-1,3,27,67,27,64,80,33,3,45,36,15,-1,58,3,6,42,42,-1,-1,6,6,21,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,HI,NA,NA
31-Dec-16,County,ID Idaho,ID Ada County 16001,9,Summary of All HUD Programs,1,NA,001 Ada County,16001,3157,94,2991,100,5,16,2.0,5982,335,530,13328,6664,5,35,29,15,15,20,0,76,27,96,67,10,22,67,24,61,54,33,2,40,24,34,2,19,8,2,3,80,0,5,1,7,1,12,81,87,93,48,32,20,15,23,17,53,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Ada County 16001,9,Public Housing,2,NA,001 Ada County,16001,170,99,168,100,6,15,1.1,189,285,182,13934,12386,2,40,34,13,12,6,-1,94,31,90,67,1,4,44,4,91,62,71,1,24,28,47,2,9,2,2,-1,91,-1,5,-1,5,0,8,92,85,56,91,7,2,2,23,12,47,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Ada County 16001,9,Housing Choice Vouchers,3,NA,001 Ada County,16001,2082,93,1927,100,5,15,2.3,4371,361,586,13588,5990,6,35,27,15,18,24,1,72,26,96,68,11,28,69,31,61,86,34,2,47,28,23,1,21,9,2,2,79,0,7,1,9,1,12,88,92,109,33,39,28,22,24,18,53,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Ada County 16001,9,Project Based Section 8,5,NA,001 Ada County,16001,771,95,765,100,6,18,1.7,1289,290,519,12667,7517,5,36,32,16,11,19,0,79,27,96,66,9,15,65,15,51,27,25,3,31,16,49,5,17,9,1,4,78,-1,2,1,3,1,-1,66,83,63,67,24,9,3,22,15,52,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Ada County 16001,9,202/PRAC,8,NA,001 Ada County,16001,112,99,109,98,6,14,1.0,110,276,192,12926,12809,2,29,39,23,7,1,-1,99,30,97,58,-1,-1,75,-1,-1,3,3,-1,-1,-1,100,6,6,-1,2,2,90,-1,2,1,3,1,-1,57,35,30,100,-1,-1,-1,24,16,49,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Ada County 16001,9,811/PRAC,9,NA,001 Ada County,16001,22,94,22,100,8,9,1.0,23,263,248,10988,10511,-1,45,50,5,-1,5,-1,95,25,100,82,-1,-1,68,-1,100,100,96,9,50,32,9,-1,5,-1,-1,-1,91,-1,5,-1,5,0,-1,85,100,27,91,9,-1,5,16,12,66,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Adams County 16003,9,Summary of All HUD Programs,1,NA,003 Adams County,16003,3,-4,3,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Adams County 16003,9,Housing Choice Vouchers,3,NA,003 Adams County,16003,3,-4,3,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Asotin County 16003,9,Summary of All HUD Programs,1,NA,003 Asotin County,16003,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Asotin County 16003,9,Housing Choice Vouchers,3,NA,003 Asotin County,16003,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Bannock County 16005,9,Summary of All HUD Programs,1,NA,005 Bannock County,16005,1061,91,972,100,5,11,2.3,2235,274,507,10852,4720,11,41,28,12,9,22,-1,71,22,98,79,7,38,73,39,46,68,25,4,57,18,21,2,15,1,3,1,84,0,8,1,9,1,16,74,81,100,39,26,35,16,22,15,58,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Bannock County 16005,9,Public Housing,2,NA,005 Bannock County,16005,72,99,71,100,2,20,1.1,75,260,214,11931,11295,1,36,40,15,7,6,-1,89,28,94,69,-1,-1,44,-1,93,43,73,3,23,35,39,4,10,1,1,1,90,-1,6,-1,6,0,3,97,99,51,100,-1,-1,-1,32,17,57,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Bannock County 16005,9,Housing Choice Vouchers,3,NA,005 Bannock County,16005,760,90,682,100,5,7,2.7,1836,284,527,10763,3998,13,38,26,11,11,28,-1,64,21,98,81,9,49,79,50,38,75,19,3,68,16,13,1,16,1,4,1,84,0,9,1,10,1,18,72,89,112,20,34,46,22,20,14,59,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Bannock County 16005,9,Project Based Section 8,5,NA,005 Bannock County,16005,229,95,219,100,6,23,1.5,324,247,542,10779,7286,6,49,29,13,4,8,-1,89,25,99,76,4,16,66,18,70,70,48,7,35,17,41,3,11,0,3,0,85,-1,4,3,7,0,-1,72,53,69,79,8,13,1,25,16,56,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Bear Lake County 16007,9,Summary of All HUD Programs,1,NA,007 Bear Lake County,16007,55,97,54,100,5,19,1.4,76,248,490,10912,7753,10,40,31,17,2,15,-1,81,29,96,59,2,17,70,15,63,50,41,6,35,19,41,6,4,2,-1,-1,96,-1,2,-1,2,0,23,50,100,58,65,33,2,6,17,6,85,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Bear Lake County 16007,9,Housing Choice Vouchers,3,NA,007 Bear Lake County,16007,2,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Bear Lake County 16007,9,Project Based Section 8,5,NA,007 Bear Lake County,16007,53,97,52,100,5,17,1.4,74,247,487,11028,7749,10,38,32,18,2,15,-1,81,29,96,58,2,17,71,15,61,52,41,6,35,19,40,6,4,2,-1,-1,96,-1,2,-1,2,0,-1,50,100,58,67,33,-1,2,17,6,85,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Benewah County 16009,9,Summary of All HUD Programs,1,NA,009 Benewah County,16009,42,91,38,100,4,37,2.3,89,268,520,12029,5136,19,30,22,14,16,39,-1,55,28,92,63,11,58,84,61,38,100,21,13,58,18,11,-1,0,-1,-1,-1,97,-1,-1,-1,0,0,39,41,92,87,21,63,16,11,20,23,71,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Benewah County 16009,9,Housing Choice Vouchers,3,NA,009 Benewah County,16009,6,-4,6,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Benewah County 16009,9,Project Based Section 8,5,NA,009 Benewah County,16009,35,92,32,100,4,34,2.5,79,275,512,12486,5057,22,25,22,13,19,44,-1,53,28,91,59,13,59,88,66,37,100,18,16,63,16,6,-1,0,-1,-1,-1,97,-1,-1,-1,0,0,-1,35,97,84,16,69,16,9,21,26,72,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Bingham County 16011,9,Summary of All HUD Programs,1,NA,011 Bingham County,16011,221,91,214,100,6,21,1.9,411,286,543,11946,6220,8,35,30,17,10,21,0,75,27,96,63,6,33,77,36,55,44,30,10,38,21,31,4,20,2,6,2,78,-1,7,4,11,2,20,64,71,95,49,30,21,13,14,22,68,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Bingham County 16011,9,Housing Choice Vouchers,3,NA,011 Bingham County,16011,121,90,112,100,5,16,2.2,249,301,562,11882,5345,9,36,25,20,10,18,-1,78,26,99,66,9,36,84,41,55,69,32,3,47,22,28,3,18,3,6,-1,82,-1,9,-1,9,2,20,69,98,104,33,33,34,24,14,22,69,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Bingham County 16011,9,Project Based Section 8,5,NA,011 Bingham County,16011,100,93,102,100,6,25,1.6,162,268,520,12015,7565,7,35,35,15,9,25,1,72,28,92,60,3,29,69,29,55,22,27,18,27,20,35,5,23,1,5,4,73,-1,5,8,13,3,-1,58,42,71,67,26,7,-1,15,22,67,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Blaine County 16013,9,Summary of All HUD Programs,1,NA,013 Blaine County,16013,77,93,71,100,5,21,2.3,163,334,584,14071,6129,14,23,22,9,32,42,-1,55,22,99,69,8,46,76,46,25,50,15,10,55,18,17,1,28,-1,-1,-1,70,-1,14,14,28,0,22,47,94,95,20,54,27,23,12,26,71,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Blaine County 16013,9,Housing Choice Vouchers,3,NA,013 Blaine County,16013,37,90,34,100,4,24,1.9,66,397,562,15509,7989,6,26,24,15,29,26,-1,74,25,97,65,6,35,76,41,50,40,29,3,38,29,29,3,9,-1,-1,-1,91,-1,9,-1,9,0,22,59,88,107,41,29,29,18,11,23,69,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Blaine County 16013,9,Project Based Section 8,5,NA,013 Blaine County,16013,40,95,37,97,7,19,2.6,97,276,603,12751,4864,23,20,20,3,34,57,-1,38,19,100,73,11,57,76,51,9,100,6,16,70,8,5,-1,46,-1,-1,-1,51,-1,19,27,46,0,-1,36,100,85,-1,76,24,27,12,28,73,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Boise County 16015,9,Summary of All HUD Programs,1,NA,015 Boise County,16015,34,98,33,100,6,6,1.5,49,315,628,12211,8223,12,33,30,15,9,21,6,73,26,94,67,3,18,58,18,73,45,47,3,24,39,33,-1,18,-1,6,3,82,-1,6,3,9,0,-1,74,97,143,9,67,24,64,16,7,78,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Boise County 16015,9,Housing Choice Vouchers,3,NA,015 Boise County,16015,20,98,20,100,5,-1,1.5,29,347,601,12696,8756,10,30,30,20,10,25,-1,75,27,95,60,-1,15,65,15,77,57,55,-1,20,45,35,-1,10,-1,5,-1,90,-1,-1,5,5,0,-1,93,95,183,5,70,25,70,16,7,78,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Boise County 16015,9,Project Based Section 8,5,NA,015 Boise County,16015,14,98,13,95,7,15,1.5,20,265,666,11465,7452,15,38,31,8,8,15,15,69,25,92,77,8,23,46,23,67,25,35,8,31,31,31,-1,31,-1,8,8,69,-1,15,-1,15,0,-1,45,100,85,15,62,23,54,16,7,78,NA,NA,NA,NA,NA,ID,NA,NA
31-Dec-16,County,ID Idaho,ID Bonner County 16017,9,Summary of All HUD Programs,1,NA,017 Bonner County,16017,172,92,165,100,5,21,1.7,286,278,554,11189,6455,10,37,31,13,10,17,-1,78,28,95,61,4,30,77,30,55,64,35,4,39,24,32,2,7,1,1,2,92,-1,2,1,3,2,30,72,98,81,38,46,16,22,16,6,68,NA,NA,NA,NA,NA,ID,NA,NA
